Article Name,Article number (MGB),Var,Subsys,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
"SCISSON SEC PP 1,4KG ENV RUST",829380,1,235452,MEAT_SPECIAL_HANDLING-26-14-A2-7,20.24,20.24,21.5,21.5,0,0,-1.2600000000000016,-1.2600000000000016
ROTI PORC CUIT SUP 1KG ENV RUS,650131,1,65725,MEAT_SPECIAL_HANDLING-25-4-A1-1,22.9,22.9,24.07,24.07,0,0,-1.1700000000000017,-1.1700000000000017
"1/4 MORBIER AOP 60J 1,7KGE JOU",636433,1,68739,MEAT_SPECIAL_HANDLING-26-1-A1-5,18.26,18.26,19.38,19.38,0,0,-1.1199999999999974,-1.1199999999999974
OS PLAT  VEAU VERTE. SAC UE,224986,1,24988,MEAT_SPECIAL_HANDLING-26-1-A1-3,11.42,11.42,12.48,12.48,0,0,-1.0600000000000005,-1.0600000000000005
MPRO LIQ VAISS MACHINE 20L,813601,1,220030,"MEAT_SPECIAL_HANDLING-5-20-A1-3,INSPECTION-1,MEAT_SPECIAL_HANDLING-5-12-A1-3",9,9,10,10,0,0,-1,-1
TOM CER ALL DUO PIG SAV 250G BQ12 C1 FRFRANCE,85019,1,85019,MEAT_SPECIAL_HANDLING-33-13-A1-9,54,54,55,55,0,0,-1,-1
100 FILET CHEVEUX NOIR,686596,1,50281,"MEAT_SPECIAL_HANDLING-6-4-A4-5,MEAT_SPECIAL_HANDLING-6-1-A2-3",70,70,71,71,0,0,-1,-1
FAR PIZZERIA T00 W280-300 5KG,844820,1,252440,"MEAT_SPECIAL_HANDLING-12-6-C1-2,MEAT_SPECIAL_HANDLING-11-10-A1-4,IN-1,MEAT_SPECIAL_HANDLING-6-33-A1-3",72,72,73,73,0,0,-1,-1
JB DINDE 16T 480G HALAL,170492,1,173398,"MEAT_SPECIAL_HANDLING-25-12-A2-1,UNLOADING-1",49,49,50,50,0,0,-1,-1
LAMELLES ENCORNET BARQUETTE1KG,127973,1,128244,"DEEP_FROZEN-43-10-A1-7,DEEP_FROZEN-43-15-A2-2",23,23,24,24,0,0,-1,-1
SH RD FB 150GX20 15%MG CHARO MC,895645,1,307686,DEEP_FROZEN-42-2-A3-6,0,0,1,1,0,0,-1,-1
IGP SYRAH RGE A DARTOIS BIB 5L,893836,1,305782,MEAT_SPECIAL_HANDLING-8-20-A4-3,13,13,14,14,0,0,-1,-1
SIROP RIOBA COCO 70CL VP,887880,1,298953,MEAT_SPECIAL_HANDLING-4-9-A2-2,12,12,13,13,0,0,-1,-1
OREO MINI 400G,169419,1,171685,MEAT_SPECIAL_HANDLING-11-28-A3-1,0,0,1,1,0,0,-1,-1
MPRO SAC POUB COULISS 30X100L,819193,1,225677,"MEAT_SPECIAL_HANDLING-6-13-C1-2,MEAT_SPECIAL_HANDLING-6-13-A1-2",61,61,62,62,0,0,-1,-1
BASILIC CISELE 250G DAREGAL,209594,1,9596,DEEP_FROZEN-43-10-A4-3,20,20,21,21,0,0,-1,-1
MOELLEUX CHOCO X 44,687166,1,62653,MEAT_SPECIAL_HANDLING-12-5-A3-2,4,4,5,5,0,0,-1,-1
TABASCO ROUGE 4X60ML,825379,1,231968,MEAT_SPECIAL_HANDLING-11-19-A1-3,2,2,3,3,0,0,-1,-1
CREVETTE TROP 100/200 900G MC,216327,1,16329,"MEAT_SPECIAL_HANDLING-25-11-A4-8,MEAT_SPECIAL_HANDLING-25-15-A1-2",22,22,23,23,0,0,-1,-1
SOLIV LIQ VAISS MACHINE 5L,155385,1,156415,MEAT_SPECIAL_HANDLING-4-36-A1-2,4,4,5,5,0,0,-1,-1
FIL COLIN ALASKA 120/140G MSC,851558,1,258658,"DEEP_FROZEN-41-7-A3-6,DEEP_FROZEN-42-8-A2-6",13,13,14,14,0,0,-1,-1
MOZZA PACK 10X125G ARO,833185,1,239521,MEAT_SPECIAL_HANDLING-25-1-A1-1,49,49,50,50,0,0,-1,-1
CANELES BORDEAUX 17G X80,220304,1,20306,"DEEP_FROZEN-42-6-B1-2,DEEP_FROZEN-43-13-B1-1",33,33,34,34,0,0,-1,-1
MC CORNICHON MI FIN 60/79 5/1,834972,1,241990,"MEAT_SPECIAL_HANDLING-10-12-A1-5,MEAT_SPECIAL_HANDLING-10-1-C1-3",14,14,15,15,0,0,-1,-1
OIGNON EPLUCHE 2K METRO CHE UE,202155,1,2157,MEAT_SPECIAL_HANDLING-21-8-B1-4,29,29,30,30,0,0,-1,-1
JB SEC 30T 1KG SALOIR,289789,1,95130,"MEAT_SPECIAL_HANDLING-25-5-A2-6,MEAT_SPECIAL_HANDLING-25-3-A3-6",29,29,30,30,0,0,-1,-1
TOM CER DUO SAVEOL 250G BQ12 C1 FRFRANCE,77676,1,77676,MEAT_SPECIAL_HANDLING-33-13-A3-8,60,60,61,61,0,0,-1,-1
TOM COT RGE MDE 3.5K C2 FRFRANCE,89913,1,89913,MEAT_SPECIAL_HANDLING-33-13-A2-7,0,0,1,1,0,0,-1,-1
TOBIKO WASABI 12X70G.NC,706288,1,706288,FISH-51-2-A2-2,4,4,5,5,0,0,-1,-1
MPRO 50 BTE PATIS BLANC 25X8CM,233969,1,36971,MEAT_SPECIAL_HANDLING-12-12-A4-1,3,3,4,4,0,0,-1,-1
CROUTONS RONDS NATURE 500G,825351,1,231936,MEAT_SPECIAL_HANDLING-9-16-A2-2,16,16,17,17,0,0,-1,-1
PENN ZITI RIGATE RISTORANTE3KG,169249,1,null,null,-1,-1,0,0,0,0,-1,-1
CHIPS AUTHENTIQUE SEAU 725G AL,665396,1,73558,MEAT_SPECIAL_HANDLING-11-1-B1-1,8,8,9,9,0,0,-1,-1
MPRO 50 BTE PATIS BLANC 29X5CM,233904,1,36906,"MEAT_SPECIAL_HANDLING-12-8-A1-1,MEAT_SPECIAL_HANDLING-12-14-A3-5,INSPECTION-3",10,10,11,11,0,0,-1,-1
10 PAINS PITA  800G,627642,1,22336,"MEAT_SPECIAL_HANDLING-23-5-A1-2,IN-1,MEAT_SPECIAL_HANDLING-24-10-A1-2",182,182,183,183,0,0,-1,-1
MC POIS CHICHE 11MM 5KG,856644,1,264033,MEAT_SPECIAL_HANDLING-8-2-A1-6,11,11,12,12,0,0,-1,-1
CHAMP PLEUROTE GRIS 2K FRFRANCE,30822,1,30822,MEAT_SPECIAL_HANDLING-32-8-A1-2,4,4,5,5,0,0,-1,-1
50 BTE AMERIC KRAFT 1350ML,871345,1,280178,MEAT_SPECIAL_HANDLING-12-23-A1-1,18,18,19,19,0,0,-1,-1
"CUISSE CANARD CONF X6 1,3KG MC",163550,1,164572,"MEAT_SPECIAL_HANDLING-20-16-A1-3,MEAT_SPECIAL_HANDLING-23-1-B1-2,MEAT_SPECIAL_HANDLING-20-16-B1-2,UNLOADING-1",233,233,234,234,0,0,-1,-1
LEVURE 42G*24 FALA MENAGERE,218808,1,18810,MEAT_SPECIAL_HANDLING-26-19-A4-1,12,12,13,13,0,0,-1,-1
CURCUMA MOULU SAC 500G,851163,1,258244,"MEAT_SPECIAL_HANDLING-10-11-A1-4,MEAT_SPECIAL_HANDLING-11-15-A2-4",33,33,34,34,0,0,-1,-1
TOM CER ALL DUO 4K C1 FRFRANCE,7046,1,7046,"MEAT_SPECIAL_HANDLING-33-12-A3-4,MEAT_SPECIAL_HANDLING-33-13-A4-3",14,14,15,15,0,0,-1,-1
MELANGE EXOTIQUE SEAU 2KG MC,176890,1,179899,MEAT_SPECIAL_HANDLING-10-13-A2-2,7,7,8,8,0,0,-1,-1
"RICOTTA VACHE 1,5KG MC",236216,1,39218,MEAT_SPECIAL_HANDLING-24-13-A1-3,42,42,43,43,0,0,-1,-1
VALRHONA CELAYA CHOCOLAT 1L,166542,1,168420,MEAT_SPECIAL_HANDLING-10-31-A4-4,13,13,14,14,0,0,-1,-1
LINGUINE  5KG    BARILLA,683559,1,107854,"MEAT_SPECIAL_HANDLING-7-29-A3-1,MEAT_SPECIAL_HANDLING-7-33-A1-2",12,12,13,13,0,0,-1,-1
OIG JNE MC 1K C.6/8 BOX80 C1 FRFRANCE,762116,1,762116,MEAT_SPECIAL_HANDLING-31-6-A1-1,168,168,169,169,0,0,-1,-1
50 POT A SOUPE KRAFT 24CL,866152,1,275187,MEAT_SPECIAL_HANDLING-12-13-A1-5,23,23,24,24,0,0,-1,-1
250 POT A SAUCE 3 CL,321850,1,null,null,-1,-1,0,0,0,0,-1,-1
PULCO CITRON 70CL,397625,1,202560,"MEAT_SPECIAL_HANDLING-2-3-B1-1,MEAT_SPECIAL_HANDLING-4-9-B1-3,INSPECTION-3,MEAT_SPECIAL_HANDLING-4-9-A1-5",884,884,885,885,0,0,-1,-1
MPRO 50 BTE PATIS BLANC 26X5CM,233900,1,36902,"MEAT_SPECIAL_HANDLING-12-10-A3-5,MEAT_SPECIAL_HANDLING-12-14-A1-2",11,11,12,12,0,0,-1,-1
COULIS F ROUGES 1KG METRO CHEF,241300,1,44302,"MEAT_SPECIAL_HANDLING-24-15-B1-2,MEAT_SPECIAL_HANDLING-24-15-A1-1",111,111,112,112,0,0,-1,-1
MOELLEUX CHOCO 10 PARTS 800G,149633,1,150234,MEAT_SPECIAL_HANDLING-24-20-A1-7,6,6,7,7,0,0,-1,-1
OEUF 90 M PPA,886034,1,296832,"MEAT_SPECIAL_HANDLING-25-6-B1-2,MEAT_SPECIAL_HANDLING-20-16-A1-1",57,57,58,58,0,0,-1,-1
MPRO 100 BTE PIZZA 31X31X3.5CM,893258,1,305133,MEAT_SPECIAL_HANDLING-7-10-A1-1,0,0,1,1,0,0,-1,-1
"MC POIS CHICHES 8MM 2,5KG",837660,1,244482,MEAT_SPECIAL_HANDLING-9-36-A2-5,15,15,16,16,0,0,-1,-1
FECULE POMME DETERRE 5KG,834810,1,241829,"MEAT_SPECIAL_HANDLING-11-5-A3-2,MEAT_SPECIAL_HANDLING-11-5-C1-1",23,23,24,24,0,0,-1,-1
AUBERG MC 5K C.3/4 C1 ESESPAGNE,714892,1,714892,MEAT_SPECIAL_HANDLING-32-2-A1-2,8,8,8,8,1,1,-1,-1
CUISSE PLT J HAL A/D5KG CF FR,173299,1,176248,UNLOADING-1,4,4,4,4,1,1,-1,-1
ITALIAN BLC 10L VALFIORE11D,157644,1,158829,"MEAT_SPECIAL_HANDLING-8-22-A2-3,MEAT_SPECIAL_HANDLING-8-22-C1-2",55,55,56,56,0,0,-1,-1
SOLICUISINE DEGRAIS ALMT 5L,168678,1,170910,"MEAT_SPECIAL_HANDLING-8-26-C1-1,MEAT_SPECIAL_HANDLING-4-33-A1-2",8,8,9,9,0,0,-1,-1
TOM ALL. BELMANDIA SOL EN VIE C2 FRFRANCE,762380,1,762380,MEAT_SPECIAL_HANDLING-33-13-A3-5,6,6,7,7,0,0,-1,-1
SALADE FRUIT SAISON 3KG MCHEF,675081,1,24045,MEAT_SPECIAL_HANDLING-23-22-A1-4,17,17,18,18,0,0,-1,-1
MPRO ESSUIE-MAIN PL.Z 200F X15,875807,1,285463,"MEAT_SPECIAL_HANDLING-12-21-A1-2,MEAT_SPECIAL_HANDLING-12-21-B1-1,MEAT_SPECIAL_HANDLING-12-21-B1-2",99,99,100,100,0,0,-1,-1
AIGUILLETTE HAPPYVORE 1KG,896743,1,309122,"DEEP_FROZEN-42-2-A1-3,DEEP_FROZEN-42-2-B1-4",75,75,76,76,0,0,-1,-1
MPRO 40 ASS RECT PULP 20*28,833256,1,239612,MEAT_SPECIAL_HANDLING-5-32-A3-5,19,19,20,20,0,0,-1,-1
YOGHURT YAYLA  10% SEAU 5KG,665067,1,70769,"MEAT_SPECIAL_HANDLING-24-12-B1-2,MEAT_SPECIAL_HANDLING-24-12-A2-9,MEAT_SPECIAL_HANDLING-22-10-A1-1",47,47,48,48,0,0,-1,-1
SEL GROS ESSORE 25KG SALINS,302184,1,108345,"MEAT_SPECIAL_HANDLING-7-20-A1-3,MEAT_SPECIAL_HANDLING-7-20-B1-1",35,35,36,36,0,0,-1,-1
MC SAUCE PIMENT POUR NEMS 1L,816595,1,223018,MEAT_SPECIAL_HANDLING-11-1-A3-4,13,13,14,14,0,0,-1,-1
BRESAOLA EMINCEE BQ 500G,144368,1,144841,MEAT_SPECIAL_HANDLING-25-4-A3-8,15,15,16,16,0,0,-1,-1
AEROSOL SUCREE 700ML DEBIC,844396,1,252072,"IN-8,MEAT_SPECIAL_HANDLING-22-7-A1-2,MEAT_SPECIAL_HANDLING-22-6-B1-1",473,473,474,474,0,0,-1,-1
MC SUCRE SEMOULE TRES FIN 10KG,626423,1,108774,MEAT_SPECIAL_HANDLING-6-26-A1-1,9,9,10,10,0,0,-1,-1
MPRO MAXI BOBINE 2P 1000FX2,871298,1,null,null,-1,-1,0,0,0,0,-1,-1
50 BTE NUMERO 11 14X14X7,650266,1,70361,MEAT_SPECIAL_HANDLING-12-9-A3-3,10,10,11,11,0,0,-1,-1
CRISSCUTS 2.5KG LAMBWESTON,892279,1,304095,"DEEP_FROZEN-40-3-B1-4,DEEP_FROZEN-43-8-B1-1",199,199,200,200,0,0,-1,-1
POM GOLDEN LIMDOR 201/270 C1 FRFRANCE,713627,1,713627,MEAT_SPECIAL_HANDLING-30-2-B1-3,49,49,50,50,0,0,-1,-1
COCO RAPEE 1KG METRO CHEF,662145,1,46765,MEAT_SPECIAL_HANDLING-9-2-A4-3,35,35,36,36,0,0,-1,-1
BAV ALOY HAL UE,384327,1,189492,MEAT_SPECIAL_HANDLING-24-4-A1-3,108.25,108.25,109.22,109.22,0,0,-0.9699999999999989,-0.9699999999999989
"FLT SAUM 1,9/2,3 X20 EL/FEROE S/V.SALMO SALAR",707731,1,null,null,-0.95,-0.95,0,0,0,0,-0.95,-0.95
FROMAGE BREBIS BLC 1KG ENV MC,829491,1,236037,MEAT_SPECIAL_HANDLING-25-15-A2-1,13.57,13.57,14.42,14.42,0,0,-0.8499999999999996,-0.8499999999999996
FLT PLT GRILLE X8 1KG ENV ARO,394471,1,200287,MEAT_SPECIAL_HANDLING-26-16-A3-5,29.92,29.92,30.74,30.74,0,0,-0.8199999999999967,-0.8199999999999967
1/2 JB SUP 4KG ENV AC LE FOUE,829293,1,236514,"MEAT_SPECIAL_HANDLING-24-16-A1-4,MEAT_SPECIAL_HANDLING-25-21-A3-7",30.97,30.97,31.72,31.72,0,0,-0.75,-0.75
NX ENTRECOTE ARGENTINE RAV,651928,1,85505,MEAT_SPECIAL_HANDLING-24-18-A2-7,33.68,33.68,34.4,34.4,0,0,-0.7199999999999989,-0.7199999999999989
1/2 TETE VEAU BL  RLEE A/L EAF,216704,1,16706,"MEAT_SPECIAL_HANDLING-25-5-A3-7,IN-1",41.88,41.88,42.46,42.46,0,0,-0.5799999999999983,-0.5799999999999983
SAUMON FUME 600/900G ARO,829224,1,236445,"MEAT_SPECIAL_HANDLING-25-3-A4-1,MEAT_SPECIAL_HANDLING-25-7-A1-2,MEAT_SPECIAL_HANDLING-24-14-A1-2",68.88,68.88,69.45,69.45,0,0,-0.5700000000000074,-0.5700000000000074
POITRINE PLATE SEC.POIV.2K5ENV,219892,1,19894,MEAT_SPECIAL_HANDLING-21-3-A1-4,12.09,12.09,12.64,12.64,0,0,-0.5500000000000007,-0.5500000000000007
"1/32COMTE AOP 18M 1,2KGENV RJ",829219,1,236440,MEAT_SPECIAL_HANDLING-25-17-A1-2,12.38,12.38,12.91,12.91,0,0,-0.5299999999999994,-0.5299999999999994
TRAVERS PORC X2 S/V VPF,674030,1,11162,"UNLOADING-1,MEAT_SPECIAL_HANDLING-24-8-A1-2",127.62,127.62,128.13,128.13,0,0,-0.5099999999999909,-0.5099999999999909
FOIE GRAS ESCALOPE 40/60 TB FR,628083,1,22598,"DEEP_FROZEN-43-4-A3-9,IN-1",8.45,8.45,8.95,8.95,0,0,-0.5,-0.5
FLT LOUP MER 2/800 2X2KG S/AT P/ANE.ANARHICHAS LUPUS,707089,1,707089,FISH-53-1-A1-2,7.53,7.53,8.03,8.03,0,0,-0.4999999999999991,-0.4999999999999991
ROTI PORC ECHINE SOS VPF SV MC,894604,1,306618,"MEAT_SPECIAL_HANDLING-22-8-A1-2,UNLOADING-1",38.79,38.79,39.28,39.28,0,0,-0.490000000000002,-0.490000000000002
SAUTE  PORC  CUBE VPF S/V MC,894251,1,306206,"MEAT_SPECIAL_HANDLING-26-10-A3-1,IN-1",18.78,18.78,19.25,19.25,0,0,-0.46999999999999886,-0.46999999999999886
AND GUEMENE DEMI 900G ENV RUST,866764,1,275878,MEAT_SPECIAL_HANDLING-21-4-A1-4,30.02,30.02,30.48,30.48,0,0,-0.46000000000000085,-0.46000000000000085
"TOMME BLANCHE 2,2KGENV MONTSAL",829373,1,235445,MEAT_SPECIAL_HANDLING-25-3-A2-6,25.02,25.02,25.4,25.4,0,0,-0.379999999999999,-0.379999999999999
MAGRET FUME ENTIER IGP X1 MC,900295,1,259528,MEAT_SPECIAL_HANDLING-26-7-A2-2,3.58,3.58,3.95,3.95,0,0,-0.3700000000000001,-0.3700000000000001
HT CUIS.PLT JNE STD DEJ 3KG FR,841412,1,248548,"MEAT_SPECIAL_HANDLING-25-20-A1-3,UNLOADING-1",15.23,15.23,15.58,15.58,0,0,-0.34999999999999964,-0.34999999999999964
1/2 MORTADELLE PISTA 3KG ENV,672962,1,905,"MEAT_SPECIAL_HANDLING-26-19-A2-3,MEAT_SPECIAL_HANDLING-25-21-A1-9",43.41,43.41,43.75,43.75,0,0,-0.3400000000000034,-0.3400000000000034
MAGRET CND FR S/V 380/460 *1 T,819903,1,226770,MEAT_SPECIAL_HANDLING-26-17-A1-4,8.87,8.87,9.19,9.19,0,0,-0.3200000000000003,-0.3200000000000003
COMTE AOP BLC 2.2KGENV RJ,814386,1,220887,"MEAT_SPECIAL_HANDLING-24-18-A2-6,IN-1",22.11,22.11,22.4,22.4,0,0,-0.28999999999999915,-0.28999999999999915
ANDOUILLETTE X4 5A 170G MC ENV,829427,1,235953,MEAT_SPECIAL_HANDLING-26-4-A2-5,9.5,9.5,9.78,9.78,0,0,-0.27999999999999936,-0.27999999999999936
1/2 BRESAOLA PUNTAANCA 1.7KENV,673446,1,5577,MEAT_SPECIAL_HANDLING-25-21-A2-4,9.03,9.03,9.29,9.29,0,0,-0.2599999999999998,-0.2599999999999998
"1/2 RACLETTE 3,5 KG ENV MC",852550,1,259789,MEAT_SPECIAL_HANDLING-24-14-A4-8,3.79,3.79,4.05,4.05,0,0,-0.2599999999999998,-0.2599999999999998
FLT BAR 100/200 2X2KG S/G EL/GR.DICENTRARCHUS LABR.,707110,1,707110,FISH-55-8-A1-1,4.02,4.02,4.27,4.27,0,0,-0.25,-0.25
ROTI PORCCUIT SUP 3.7KGENV RUS,829619,1,236151,"MEAT_SPECIAL_HANDLING-23-1-A1-1,IN-1",26.83,26.83,27.08,27.08,0,0,-0.25,-0.25
BLANQUETTE VEAU S/OS SV EAF MC,209499,1,9501,MEAT_SPECIAL_HANDLING-26-17-A1-7,26.81,26.81,27.02,27.02,0,0,-0.21000000000000085,-0.21000000000000085
CUISSE DND HAL S/OS A/P SV FR,821084,1,227671,"UNLOADING-1,MEAT_SPECIAL_HANDLING-26-12-A1-1",42.6,42.6,42.81,42.81,0,0,-0.21000000000000085,-0.21000000000000085
"ROSETTE 2,5KG ENV RUSTADOU",154606,1,155638,"MEAT_SPECIAL_HANDLING-25-20-B1-1,MEAT_SPECIAL_HANDLING-25-12-A1-9",43.41,43.41,43.56,43.56,0,0,-0.15000000000000568,-0.15000000000000568
FLT PLT ROTI X10 1.3KGENV GAUL,181534,1,184720,"MEAT_SPECIAL_HANDLING-25-10-A2-5,MEAT_SPECIAL_HANDLING-25-21-A3-8,MEAT_SPECIAL_HANDLING-26-15-A1-1",48.25,48.25,48.4,48.4,0,0,-0.14999999999999858,-0.14999999999999858
MAGRET CND UE,664074,1,62373,"MEAT_SPECIAL_HANDLING-26-12-B1-2,MEAT_SPECIAL_HANDLING-24-20-A1-2",31.93,31.93,32.06,32.06,0,0,-0.13000000000000256,-0.13000000000000256
MIMOLETTE BLC 3KG ENV KROON,829456,1,236004,MEAT_SPECIAL_HANDLING-21-4-A1-3,52.95,52.95,53.05,53.05,0,0,-0.09999999999999432,-0.09999999999999432
COTE DE BOEUF VBF 380GR X3,860064,1,null,null,-0.09,-0.09,0,0,0,0,-0.09,-0.09
"1/16COMTE AOP 4M 2,3KGENV ER",829275,1,236496,MEAT_SPECIAL_HANDLING-25-17-A1-1,30.54,30.54,30.62,30.62,0,0,-0.08000000000000185,-0.08000000000000185
1/4BLEUAUVERG AOPLC 700GENMDF,142267,1,142748,"IN-1,MEAT_SPECIAL_HANDLING-24-12-A2-3",7.78,7.78,7.86,7.86,0,0,-0.08000000000000007,-0.08000000000000007
FILET MIGNON PORC X1 UE S/V,666753,1,85752,"MEAT_SPECIAL_HANDLING-20-15-A1-1,UNLOADING-1",62,62,62.06,62.06,0,0,-0.060000000000002274,-0.060000000000002274
ESCALOPE VX 180G APLATI X5,841766,1,249152,"MEAT_SPECIAL_HANDLING-25-19-A1-1,UNLOADING-1",9.93,9.93,9.99,9.99,0,0,-0.0600000000000005,-0.0600000000000005
"JB CHOIX PARIS DD 6,6KEN PULLM",829378,1,235450,MEAT_SPECIAL_HANDLING-26-13-A4-5,37.95,37.95,38.01,38.01,0,0,-0.05999999999999517,-0.05999999999999517
SAUTE PLT CUIS BC SOS SP SV FR,675540,1,30838,MEAT_SPECIAL_HANDLING-25-11-A2-6,25.43,25.43,25.48,25.48,0,0,-0.05000000000000071,-0.05000000000000071
1/2 FX FILET S/P 3KG+  IRL MC,893978,1,305917,UNLOADING-1,13.81,13.81,13.86,13.86,0,0,-0.049999999999998934,-0.049999999999998934
SOURIS AGNEAU A/OS S/V NZ,820497,1,227278,"MEAT_SPECIAL_HANDLING-20-17-A1-4,UNLOADING-1",39.18,39.18,39.23,39.23,0,0,-0.04999999999999716,-0.04999999999999716
ENTRECOTE 3KG+ UE,688759,1,29152,MEAT_SPECIAL_HANDLING-20-12-A1-2,40.91,40.91,40.95,40.95,0,0,-0.04000000000000625,-0.04000000000000625
"BOUDIN NOIR ANC 1,7KG ENV RUST",177198,1,180407,MEAT_SPECIAL_HANDLING-26-19-A2-9,10.36,10.36,10.4,10.4,0,0,-0.040000000000000924,-0.040000000000000924
VDE BOURG VBF,399391,1,205243,MEAT_SPECIAL_HANDLING-24-3-A1-2,12.21,12.21,12.25,12.25,0,0,-0.03999999999999915,-0.03999999999999915
"FILET 3/3,5KG VBF S/P",383410,1,188360,MEAT_SPECIAL_HANDLING-26-17-A4-8,35.29,35.29,35.32,35.32,0,0,-0.030000000000001137,-0.030000000000001137
GRANA.P AOP 10M BLC 1KG ENV MC,665708,1,76097,MEAT_SPECIAL_HANDLING-26-16-A2-6,32.73,32.73,32.76,32.76,0,0,-0.030000000000001137,-0.030000000000001137
"1/16COMTE AOP 6M 2,3KG ENV RJ",883437,1,294111,MEAT_SPECIAL_HANDLING-25-17-A1-7,36.75,36.75,36.78,36.78,0,0,-0.030000000000001137,-0.030000000000001137
"TOMME GRISE 45% 1,9KGENV MIL",829241,1,236462,"IN-1,MEAT_SPECIAL_HANDLING-24-12-A2-7",75.16,75.16,75.18,75.18,0,0,-0.020000000000010232,-0.020000000000010232
COMTE AOP 24M 800GENV MDF,831457,1,238164,MEAT_SPECIAL_HANDLING-25-10-A2-9,8.94,8.94,8.96,8.96,0,0,-0.02000000000000135,-0.02000000000000135
"1/4ABONDANCE AOP 2,5KGENV MDF",680598,1,78648,MEAT_SPECIAL_HANDLING-25-12-A3-2,7.05,7.05,7.07,7.07,0,0,-0.020000000000000462,-0.020000000000000462
FLT THON ALB DEC X3  P/OP ENGAGE AVENIR.THUNNUS ALBACARES,706929,1,706929,FISH-53-3-A1-1,3,3,3.02,3.02,0,0,-0.020000000000000018,-0.020000000000000018
JARRET AVANT PORC S/V VPF,256715,1,null,null,-0.02,-0.02,0,0,0,0,-0.02,-0.02
MACREUSE VBF PAD,383533,1,188482,"MEAT_SPECIAL_HANDLING-26-5-A1-2,UNLOADING-1",22.63,22.63,22.65,22.65,0,0,-0.019999999999999574,-0.019999999999999574
BRIQUE BASQUE  BREBIS KG,673793,1,9125,MEAT_SPECIAL_HANDLING-26-13-A1-9,8.99,8.99,9.01,9.01,0,0,-0.019999999999999574,-0.019999999999999574
1/2 ENTRECOTE CHARO S/P MC,210430,1,10432,MEAT_SPECIAL_HANDLING-20-4-A1-3,25.09,25.09,25.11,25.11,0,0,-0.019999999999999574,-0.019999999999999574
"OSSAU IRATY PRIM AOP 4,5KG",833764,1,240183,"MEAT_SPECIAL_HANDLING-26-7-A4-8,MEAT_SPECIAL_HANDLING-25-10-A4-5",34.81,34.81,34.83,34.83,0,0,-0.01999999999999602,-0.01999999999999602
REBLOCHON AOP LC 450GENV POCHA,876324,1,285982,MEAT_SPECIAL_HANDLING-23-18-A1-2,116.58,116.58,116.6,116.6,0,0,-0.01999999999999602,-0.01999999999999602
MACREUSE PAD UE,688805,1,31885,"MEAT_SPECIAL_HANDLING-25-6-B1-1,MEAT_SPECIAL_HANDLING-20-16-B1-3",122,122,122.01,122.01,0,0,-0.010000000000005116,-0.010000000000005116
PALERON S/P UE,688802,1,31845,"UNLOADING-1,MEAT_SPECIAL_HANDLING-26-16-A2-1",75.66,75.66,75.67,75.67,0,0,-0.010000000000005116,-0.010000000000005116
PALERON VEAU SP SV EAF MC,819723,1,226586,MEAT_SPECIAL_HANDLING-25-8-A4-9,17.15,17.15,17.16,17.16,0,0,-0.010000000000001563,-0.010000000000001563
BAVETTE ALOYAU PAD   IRL MC,893982,1,305920,MEAT_SPECIAL_HANDLING-25-19-A3-9,19.66,19.66,19.67,19.67,0,0,-0.010000000000001563,-0.010000000000001563
PICANHA ARGENTINE RAV,386467,1,191318,MEAT_SPECIAL_HANDLING-24-18-A2-8,24.68,24.68,24.69,24.69,0,0,-0.010000000000001563,-0.010000000000001563
"EMMENTAL LC BLC 3,5KGENV DOMIS",393571,1,199289,MEAT_SPECIAL_HANDLING-24-18-A2-5,27.4,27.4,27.41,27.41,0,0,-0.010000000000001563,-0.010000000000001563
"ROND DE L'AVEYRON 1,3KGENV RUS",805806,1,211624,"MEAT_SPECIAL_HANDLING-25-4-A1-2,IN-1",24.9,24.9,24.91,24.91,0,0,-0.010000000000001563,-0.010000000000001563
SAUCISSE PORC VPF 16X130GR SAT,819741,1,226603,"UNLOADING-1,MEAT_SPECIAL_HANDLING-26-10-A3-5",17.24,17.24,17.25,17.25,0,0,-0.010000000000001563,-0.010000000000001563
COPPA PARME IGP 1.8KG ENV,170219,1,172436,MEAT_SPECIAL_HANDLING-24-18-A1-5,22.74,22.74,22.75,22.75,0,0,-0.010000000000001563,-0.010000000000001563
"1/4MORBIER AOP45J 1,7KGENV JUR",886911,1,297940,MEAT_SPECIAL_HANDLING-23-12-A1-3,5.1,5.1,5.11,5.11,0,0,-0.010000000000000675,-0.010000000000000675
CHORIZO VELA DOUX 1.6KG,152256,1,153794,MEAT_SPECIAL_HANDLING-25-4-A3-1,1.63,1.63,1.64,1.64,0,0,-0.010000000000000009,-0.010000000000000009
MAQUEREAU 2/500 2X2KG S/AT P/ANE.SCOMBER SCOMBRUS,708063,1,null,null,-0.01,-0.01,0,0,0,0,-0.01,-0.01
EPAULE PORC HACHE S/V VPF,246048,1,49050,MEAT_SPECIAL_HANDLING-26-17-A2-2,15.67,15.67,15.68,15.68,0,0,-0.009999999999999787,-0.009999999999999787
"ST NECT FERM AOP 1,5KGENV MDF",675280,1,24974,MEAT_SPECIAL_HANDLING-24-14-A2-2,6.37,6.37,6.38,6.38,0,0,-0.009999999999999787,-0.009999999999999787
