Article Name;Article number (MGB);Var;Locations;MMS Stock;MMS Stock (1 piece);WMS Stock;WMS Stock (1 piece);Pick qty;Pick qty (1 piece);Difference;Difference (1 piece)
PUREE F PASSION 1KG PONTHIER;207763;1;MEAT_SPECIAL_HANDLING-23-12-A1-1,MEAT_SPECIAL_HANDLING-25-9-B1-4;241;241;242;242;0;0;-1;-1
MOELLEUX CHOCO 10 PARTS 800G;149633;1;MEAT_SPECIAL_HANDLING-24-20-A1-7;7;7;8;8;0;0;-1;-1
PIZZA ROYALE LA PIZZA 400G;882276;1;UNLOADING-1,DEEP_FROZEN-42-6-A4-9;15;15;16;16;0;0;-1;-1
MELANGE EXOTIQUE SEAU 2KG MC;176890;1;MEAT_SPECIAL_HANDLING-10-13-A2-2;5;5;6;6;0;0;-1;-1
MC TOPPING FRUITS ROUGES 1KG;176476;1;MEAT_SPECIAL_HANDLING-11-19-A4-4;11;11;12;12;0;0;-1;-1
CURCUMA MOULU SAC 500G;851163;1;MEAT_SPECIAL_HANDLING-11-15-A2-4,MEAT_SPECIAL_HANDLING-10-11-A1-4;30;30;31;31;0;0;-1;-1
TOM CER DUO SAVEOL 250G BQ12 C1 FRFRANCE;77676;1;MEAT_SPECIAL_HANDLING-33-13-A3-8;10;10;11;11;0;0;-1;-1
GOUDA 30TR 10X10 BQ 500G MC;278681;1;MEAT_SPECIAL_HANDLING-25-7-A4-8;15;15;16;16;0;0;-1;-1
TOM CER ALL DUO 4K C1 FRFRANCE;7046;1;MEAT_SPECIAL_HANDLING-33-13-A3-1,MEAT_SPECIAL_HANDLING-33-12-A3-4;13;13;14;14;0;0;-1;-1
CAROTTE MC 10K C.40+ BOX18 C1 FRFRANCE;762187;1;MEAT_SPECIAL_HANDLING-30-4-A1-3;31;31;32;32;0;0;-1;-1
FILET MIGNON PORC X1 UE S/V;666753;1;MEAT_SPECIAL_HANDLING-20-15-A1-1;35.86;35.86;36.81;36.81;0;0;-0.9500000000000028;-0.9500000000000028
SCISSE MONT CRU 6X150G ENVRUST;177180;1;null;-0.91;-0.91;0;0;0;0;-0.91;-0.91
FLT PLT GRILLE X8 1KG ENV ARO;394471;1;MEAT_SPECIAL_HANDLING-26-16-A3-5;36.39;36.39;37.22;37.22;0;0;-0.8299999999999983;-0.8299999999999983
MAGRET CND *6 IGP SV MC;896251;1;MEAT_SPECIAL_HANDLING-22-15-A1-3,MEAT_SPECIAL_HANDLING-22-11-B1-1;196.7;196.7;197.46;197.46;0;0;-0.7600000000000193;-0.7600000000000193
1/2 JB SUP 4KG ENV AC LE FOUE;829293;1;MEAT_SPECIAL_HANDLING-24-16-A1-4,MEAT_SPECIAL_HANDLING-25-21-A3-7;38.71;38.71;39.45;39.45;0;0;-0.740000000000002;-0.740000000000002
COMTE AOP 12M 800GENV MDF;674267;1;MEAT_SPECIAL_HANDLING-26-1-A1-6,MEAT_SPECIAL_HANDLING-26-9-A3-3,MEAT_SPECIAL_HANDLING-26-13-A2-3;65.95;65.95;66.67;66.67;0;0;-0.7199999999999989;-0.7199999999999989
CABILLAUD VDK 2/4 X10KG P/ANE MSC.GADUS MORHUA;35045;1;null;-0.65;-0.65;0;0;0;0;-0.65;-0.65
BRIQUE BASQUE  BREBIS KG;673793;1;MEAT_SPECIAL_HANDLING-26-13-A1-9;16.51;16.51;17.12;17.12;0;0;-0.6099999999999994;-0.6099999999999994
FLT LINGUE 3/1.0 X2 P/ANE.MOLVA DYPTERYGIA;36009;1;null;-0.6;-0.6;0;0;0;0;-0.6;-0.6
ENTRECOTE 4/5KG VBF S/P;385332;1;MEAT_SPECIAL_HANDLING-23-14-A1-3;68.72;68.72;69.3;69.3;0;0;-0.5799999999999983;-0.5799999999999983
SAUMON FUME 600/900G ARO;829224;1;MEAT_SPECIAL_HANDLING-24-14-A1-2,MEAT_SPECIAL_HANDLING-25-3-A4-1,MEAT_SPECIAL_HANDLING-25-7-A1-2;42.85;42.85;43.42;43.42;0;0;-0.5700000000000003;-0.5700000000000003
TENTACULES POULPE CUIT 70/100G;885549;1;DEEP_FROZEN-43-17-A4-7,DEEP_FROZEN-43-10-A1-5;11.75;11.75;12.31;12.31;0;0;-0.5600000000000005;-0.5600000000000005
POITRINE PLATE SEC.POIV.2K5ENV;219892;1;MEAT_SPECIAL_HANDLING-21-3-A1-4;15.6;15.6;16.16;16.16;0;0;-0.5600000000000005;-0.5600000000000005
FLT LOUP MER 2/800 2X2KG S/AT P/ANE.ANARHICHAS LUPUS;707089;1;FISH-52-4-A3-2;8.67;8.67;9.17;9.17;0;0;-0.5;-0.5
FOIE GRAS ESCALOPE 40/60 TB FR;628083;1;DEEP_FROZEN-43-4-A3-9,DEEP_FROZEN-43-17-A1-9,UNLOADING-1;21.46;21.46;21.96;21.96;0;0;-0.5;-0.5
SAUTE  PORC  CUBE VPF S/V MC;894251;1;MEAT_SPECIAL_HANDLING-26-10-A3-1;21.73;21.73;22.2;22.2;0;0;-0.46999999999999886;-0.46999999999999886
AND GUEMENE DEMI 900G ENV RUST;866764;1;MEAT_SPECIAL_HANDLING-21-4-A1-4;56.14;56.14;56.61;56.61;0;0;-0.46999999999999886;-0.46999999999999886
BAV ALOY PAD UE;688771;1;IN-1,MEAT_SPECIAL_HANDLING-21-19-A1-3,MEAT_SPECIAL_HANDLING-26-18-A1-7;207.05;207.05;207.51;207.51;0;0;-0.45999999999997954;-0.45999999999997954
TRANCHETTE JB CUIT 1KGENV;630219;1;null;-0.38;-0.38;0;0;0;0;-0.38;-0.38
ENTRECOTE 4KG+ UE;688758;1;IN-1,MEAT_SPECIAL_HANDLING-26-9-A4-6,MEAT_SPECIAL_HANDLING-25-5-A1-6;110.75;110.75;111.12;111.12;0;0;-0.37000000000000455;-0.37000000000000455
MAGRET FUME ENTIER IGP X1 MC;900295;1;MEAT_SPECIAL_HANDLING-26-7-A2-2;9.53;9.53;9.9;9.9;0;0;-0.370000000000001;-0.370000000000001
REBLOCHON AOP LC 450G ENV MC;877528;1;MEAT_SPECIAL_HANDLING-26-2-A1-1,MEAT_SPECIAL_HANDLING-25-5-A3-6;48.07;48.07;48.44;48.44;0;0;-0.36999999999999744;-0.36999999999999744
HT CUIS.PLT JNE STD DEJ 3KG FR;841412;1;MEAT_SPECIAL_HANDLING-26-2-A1-5;24.39;24.39;24.74;24.74;0;0;-0.34999999999999787;-0.34999999999999787
1/2 MORTADELLE PISTA 3KG ENV;672962;1;MEAT_SPECIAL_HANDLING-26-19-A2-3,MEAT_SPECIAL_HANDLING-25-21-A1-9;40.56;40.56;40.91;40.91;0;0;-0.3499999999999943;-0.3499999999999943
MAGRET CND FR S/V 380/460 *1 T;819903;1;MEAT_SPECIAL_HANDLING-25-4-A3-4;14.69;14.69;15.02;15.02;0;0;-0.33000000000000007;-0.33000000000000007
COMTE AOP BLC 2.2KGENV RJ;814386;1;MEAT_SPECIAL_HANDLING-24-18-A2-6;32.15;32.15;32.44;32.44;0;0;-0.28999999999999915;-0.28999999999999915
ANDOUILLETTE X4 5A 170G MC ENV;829427;1;MEAT_SPECIAL_HANDLING-26-4-A2-5;7.86;7.86;8.14;8.14;0;0;-0.28000000000000025;-0.28000000000000025
SUPREME PLT J STD 180-230 *4 MC;892854;1;MEAT_SPECIAL_HANDLING-26-20-A2-6;37;37;37.27;37.27;0;0;-0.2700000000000031;-0.2700000000000031
1/2 BRESAOLA PUNTAANCA 1.7KENV;673446;1;MEAT_SPECIAL_HANDLING-25-21-A2-4;9.03;9.03;9.29;9.29;0;0;-0.2599999999999998;-0.2599999999999998
JB CUIT SUP DD 6.5KG ENV RUSTA;666396;1;MEAT_SPECIAL_HANDLING-26-6-A1-5;157.49;157.49;157.74;157.74;0;0;-0.25;-0.25
ROTI PORCCUIT SUP 3.7KGENV RUS;829619;1;MEAT_SPECIAL_HANDLING-23-1-A1-1;26.83;26.83;27.08;27.08;0;0;-0.25;-0.25
FLT BAR 100/200 2X2KG S/G EL/GR.DICENTRARCHUS LABR.;707110;1;FISH-55-8-A1-1;4.02;4.02;4.27;4.27;0;0;-0.25;-0.25
FLT PLT ROTI X10 1.3KGENV GAUL;181534;1;MEAT_SPECIAL_HANDLING-26-15-A1-1,MEAT_SPECIAL_HANDLING-25-21-A3-8,MEAT_SPECIAL_HANDLING-25-10-A2-5;35.41;35.41;35.66;35.66;0;0;-0.25;-0.25
MERGUEZ BF/MTN HAL2.3KGENV SAT;820089;1;MEAT_SPECIAL_HANDLING-26-14-A3-2,INSPECTION-3,MEAT_SPECIAL_HANDLING-21-16-A1-2;146.84;146.84;147.06;147.06;0;0;-0.21999999999999886;-0.21999999999999886
BLANQUETTE VEAU S/OS SV EAF MC;209499;1;MEAT_SPECIAL_HANDLING-26-17-A1-7;18.96;18.96;19.17;19.17;0;0;-0.21000000000000085;-0.21000000000000085
BAV ALOY HAL UE;384327;1;MEAT_SPECIAL_HANDLING-20-7-A1-3,MEAT_SPECIAL_HANDLING-24-4-A1-3;83.92;83.92;84.13;84.13;0;0;-0.20999999999999375;-0.20999999999999375
VDE A BOURG CUBE UE;688780;1;MEAT_SPECIAL_HANDLING-24-20-A3-7;25.64;25.64;25.77;25.77;0;0;-0.129999999999999;-0.129999999999999
MIMOLETTE BLC 3KG ENV KROON;829456;1;MEAT_SPECIAL_HANDLING-21-4-A1-3;32.46;32.46;32.56;32.56;0;0;-0.10000000000000142;-0.10000000000000142
COTE DE BOEUF VBF 380GR X3;860064;1;null;-0.09;-0.09;0;0;0;0;-0.09;-0.09
ESCALOPE VX 180G APLATI X5;841766;1;IN-1,MEAT_SPECIAL_HANDLING-25-19-A1-1;10.62;10.62;10.7;10.7;0;0;-0.08000000000000007;-0.08000000000000007
FOIE GRAS CND IGP 1ER CHOIX EVE;872517;1;DEEP_FROZEN-43-17-A2-7,UNLOADING-1;9.39;9.39;9.46;9.46;0;0;-0.07000000000000028;-0.07000000000000028
BASSE COTE 4F VBF S/P;383541;1;MEAT_SPECIAL_HANDLING-22-12-A1-2,MEAT_SPECIAL_HANDLING-24-6-A1-1;42.13;42.13;42.2;42.2;0;0;-0.07000000000000028;-0.07000000000000028
1/2 FX FILET S/P 3KG+  IRL MC;893978;1;MEAT_SPECIAL_HANDLING-20-11-A1-4;26.96;26.96;27.01;27.01;0;0;-0.05000000000000071;-0.05000000000000071
ENTRECOTE 2.8KG+  SIMM UE;821030;1;null;-0.05;-0.05;0;0;0;0;-0.05;-0.05
SAUTE PLT CUIS BC SOS SP SV FR;675540;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-25-11-A2-6;15.31;15.31;15.36;15.36;0;0;-0.049999999999998934;-0.049999999999998934
QUICHE LORRAINE 2.5-3.1KG RUST;176996;1;CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1,MEAT_SPECIAL_HANDLING-25-15-A3-7,IN-1;12.02;12.02;12.06;12.06;0;0;-0.040000000000000924;-0.040000000000000924
VDE BOURG VBF;399391;1;MEAT_SPECIAL_HANDLING-24-3-A1-2;28.41;28.41;28.45;28.45;0;0;-0.03999999999999915;-0.03999999999999915
JARRET S/OS AR VBF S/P;393007;1;MEAT_SPECIAL_HANDLING-23-4-A1-1;145.33;145.33;145.37;145.37;0;0;-0.03999999999999204;-0.03999999999999204
MACREUSE VBF PAD;383533;1;MEAT_SPECIAL_HANDLING-26-5-A1-2,MEAT_SPECIAL_HANDLING-22-17-A1-1;22.61;22.61;22.64;22.64;0;0;-0.030000000000001137;-0.030000000000001137
1/2 ENTRECOTE CHARO S/P MC;210430;1;MEAT_SPECIAL_HANDLING-20-4-A1-3;40.56;40.56;40.59;40.59;0;0;-0.030000000000001137;-0.030000000000001137
1/8 GORGON AOP 1.5KGENV MC;688750;1;MEAT_SPECIAL_HANDLING-21-1-B1-1;45.49;45.49;45.52;45.52;0;0;-0.030000000000001137;-0.030000000000001137
JARRET AVANT PORC S/V VPF;256715;1;MEAT_SPECIAL_HANDLING-26-14-A1-3;4.27;4.27;4.29;4.29;0;0;-0.020000000000000462;-0.020000000000000462
ARAIGNEE PORC S/P S/V ESPAGNE;678600;1;MEAT_SPECIAL_HANDLING-25-3-A4-3;5.52;5.52;5.54;5.54;0;0;-0.020000000000000462;-0.020000000000000462
COMTE AOP 6M 800GENV JURAF;831406;1;MEAT_SPECIAL_HANDLING-26-3-A2-4;5.67;5.67;5.69;5.69;0;0;-0.020000000000000462;-0.020000000000000462
COMTE AOP 24M 800GENV MDF;831457;1;MEAT_SPECIAL_HANDLING-25-10-A2-9;17.14;17.14;17.16;17.16;0;0;-0.019999999999999574;-0.019999999999999574
ONGLET S/P  IRL MC;893996;1;MEAT_SPECIAL_HANDLING-26-15-A2-6;28.22;28.22;28.24;28.24;0;0;-0.019999999999999574;-0.019999999999999574
PILON PLT JNE *20 SV LNA FR;891653;1;MEAT_SPECIAL_HANDLING-25-3-A2-4;21.27;21.27;21.29;21.29;0;0;-0.019999999999999574;-0.019999999999999574
FLT THON ALB DEC X3  P/OP ENGAGE AVENIR.THUNNUS ALBACARES;706929;1;FISH-53-3-A1-1;9.64;9.64;9.66;9.66;0;0;-0.019999999999999574;-0.019999999999999574
REBLOCHON AOP LC 450GENV POCHA;876324;1;MEAT_SPECIAL_HANDLING-23-18-A1-2;113.7;113.7;113.72;113.72;0;0;-0.01999999999999602;-0.01999999999999602
CHEDDAR RGE MAT 9M BLC2.5KG WF;829487;1;MEAT_SPECIAL_HANDLING-24-15-A1-3;598.54;598.54;598.56;598.56;0;0;-0.01999999999998181;-0.01999999999998181
POITRINE PARE N1 S/OS S/V VPF;658241;1;MEAT_SPECIAL_HANDLING-22-19-A1-3;67.27;67.27;67.28;67.28;0;0;-0.010000000000005116;-0.010000000000005116
COEUR RTK NORM PAD ECLATE MC;649512;1;MEAT_SPECIAL_HANDLING-23-16-A1-1;44.58;44.58;44.59;44.59;0;0;-0.010000000000005116;-0.010000000000005116
PALERON S/P UE;688802;1;MEAT_SPECIAL_HANDLING-20-12-A1-4,MEAT_SPECIAL_HANDLING-26-16-A2-1;108.97;108.97;108.98;108.98;0;0;-0.010000000000005116;-0.010000000000005116
MERGUEZ BF/MOUTON HAL 1KG S/V;820548;1;MEAT_SPECIAL_HANDLING-26-12-A3-7;36.48;36.48;36.49;36.49;0;0;-0.010000000000005116;-0.010000000000005116
CHORIZO DOUX CULAR 1.5KENV MC;636659;1;MEAT_SPECIAL_HANDLING-23-22-A1-2;100.55;100.55;100.56;100.56;0;0;-0.010000000000005116;-0.010000000000005116
EMINCE B¿UF EX FIN HAL ENV 1KG;893209;1;MEAT_SPECIAL_HANDLING-24-9-A1-3;54.51;54.51;54.52;54.52;0;0;-0.010000000000005116;-0.010000000000005116
POULPE ENT CRU IQF 1/2KG MA;825225;1;DEEP_FROZEN-43-8-A2-7;22.95;22.95;22.96;22.96;0;0;-0.010000000000001563;-0.010000000000001563
PALERON VEAU SP SV EAF MC;819723;1;MEAT_SPECIAL_HANDLING-25-8-A4-9;17.15;17.15;17.16;17.16;0;0;-0.010000000000001563;-0.010000000000001563
CHIPOLATAS PORC 2KG ENV S/AT;820997;1;MEAT_SPECIAL_HANDLING-26-1-A2-2;23.27;23.27;23.28;23.28;0;0;-0.010000000000001563;-0.010000000000001563
PICANHA ARGENTINE RAV;386467;1;MEAT_SPECIAL_HANDLING-24-18-A2-8;25.52;25.52;25.53;25.53;0;0;-0.010000000000001563;-0.010000000000001563
ROND DE GITE 1.8/2.5 PAD VBF;394427;1;MEAT_SPECIAL_HANDLING-24-14-A3-2;19.68;19.68;19.69;19.69;0;0;-0.010000000000001563;-0.010000000000001563
DOS CABILLAUD 400/+ MC 2X2KG S/AT P/ANE.GADUS MORHUA;707640;1;FISH-52-5-A1-1,FISH-52-4-A2-2;16.5;16.5;16.51;16.51;0;0;-0.010000000000001563;-0.010000000000001563
SAUCISSE PORC VPF 16X130GR SAT;819741;1;MEAT_SPECIAL_HANDLING-26-10-A3-5;6.56;6.56;6.57;6.57;0;0;-0.010000000000000675;-0.010000000000000675
1/4ROQUEF AOP LC 675GENV MDF;677314;1;MEAT_SPECIAL_HANDLING-25-15-A1-9;6.68;6.68;6.69;6.69;0;0;-0.010000000000000675;-0.010000000000000675
BAVETTE ALOYAU PAD   IRL MC;893982;1;null;-0.01;-0.01;0;0;0;0;-0.01;-0.01
AIGUIL.PLT J STD 1.5KG ENV FR;857602;1;MEAT_SPECIAL_HANDLING-26-8-A2-9;6.04;6.04;6.05;6.05;0;0;-0.009999999999999787;-0.009999999999999787
CHORIZO VELA DOUX 1.6KG;152256;1;MEAT_SPECIAL_HANDLING-25-4-A3-1;8.17;8.17;8.18;8.18;0;0;-0.009999999999999787;-0.009999999999999787
BLEU DES BASQUES 3KG;829604;1;MEAT_SPECIAL_HANDLING-24-12-A4-3;9.68;9.68;9.69;9.69;0;0;-0.009999999999999787;-0.009999999999999787
PARMIG.R AOP 24M BLC 1KGENV MC;147112;1;MEAT_SPECIAL_HANDLING-26-7-A2-4;15.93;15.93;15.94;15.94;0;0;-0.009999999999999787;-0.009999999999999787
DOS LIEU NOIR 400/+ MC 2X2KG S/AT P/ANE.POLLACHIUS VIRENS;707638;1;FISH-55-10-A1-1;13.86;13.86;13.87;13.87;0;0;-0.009999999999999787;-0.009999999999999787
MAQUEREAU 2/500 2X2KG S/AT P/ANE.SCOMBER SCOMBRUS;708063;1;FISH-54-5-A1-1;8.4;8.4;8.41;8.41;0;0;-0.009999999999999787;-0.009999999999999787
BAR 3/400 2X2KG S/G EL/GR.DICENTRARCHUS LABR.;707181;1;FISH-55-2-A1-1;12.53;12.53;12.54;12.54;0;0;-0.009999999999999787;-0.009999999999999787
ANNEAU ENCORNET DEC 2X2 S/AT P/OP B.DOSIDICUS GIGAS;707412;1;FISH-54-5-A1-2;4.01;4.01;4.02;4.02;0;0;-0.009999999999999787;-0.009999999999999787
GITE NOIX VBF PAD;806836;1;MEAT_SPECIAL_HANDLING-25-13-A4-2;15.44;15.44;15.45;15.45;0;0;-0.009999999999999787;-0.009999999999999787
BLEU AUVERGNE AOP 3KGEN MORNAC;829602;1;MEAT_SPECIAL_HANDLING-26-19-A1-6;14.47;14.47;14.48;14.48;0;0;-0.009999999999999787;-0.009999999999999787
FOIE GRAS ESCALOP 25/40G TB FR;819694;1;UNLOADING-1,DEEP_FROZEN-43-4-A4-2;10.71;10.71;10.72;10.72;0;0;-0.009999999999999787;-0.009999999999999787
COPPA PARME IGP 1.8KG ENV;170219;1;MEAT_SPECIAL_HANDLING-24-18-A1-5,MEAT_SPECIAL_HANDLING-24-16-A3-8;41.02;41.02;41.03;41.03;0;0;-0.00999999999999801;-0.00999999999999801
EPAULE PORC HACHE S/V VPF;246048;1;MEAT_SPECIAL_HANDLING-26-17-A2-2;19.48;19.48;19.49;19.49;0;0;-0.00999999999999801;-0.00999999999999801
COEUR RTK CHARO PAD ECLATE MC;210447;1;MEAT_SPECIAL_HANDLING-25-8-B1-4,MEAT_SPECIAL_HANDLING-25-10-A1-6;41.71;41.71;41.72;41.72;0;0;-0.00999999999999801;-0.00999999999999801
GRANA.P AOP 16M BLC 1KG ENV MC;840430;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-24-18-A3-2;28.98;28.98;28.99;28.99;0;0;-0.00999999999999801;-0.00999999999999801
FLT THON ALBACORE S/V X2P P/OI.THUNNUS ALBACARES;75078;1;FISH-53-7-A1-2;16.23;16.23;16.24;16.24;0;0;-0.00999999999999801;-0.00999999999999801
SAUCISSE TLSE PORC 2KG ENV SAT;821001;1;MEAT_SPECIAL_HANDLING-25-2-A1-2;32.21;32.21;32.22;32.22;0;0;-0.00999999999999801;-0.00999999999999801
COEUR RTK 2.5KG+ UE;688769;1;MEAT_SPECIAL_HANDLING-25-5-A4-9,MEAT_SPECIAL_HANDLING-25-10-A3-5;52.77;52.77;52.78;52.78;0;0;-0.00999999999999801;-0.00999999999999801
TETE DE MOINE AOP 800GENV MDF;149124;1;MEAT_SPECIAL_HANDLING-22-18-A1-1;36.34;36.34;36.35;36.35;0;0;-0.00999999999999801;-0.00999999999999801
FILET PLT J 1.5K ENV  FR MC;892865;1;MEAT_SPECIAL_HANDLING-20-22-A1-1;29.35;29.35;29.36;29.36;0;0;-0.00999999999999801;-0.00999999999999801
PARMIG.R AOP 12M BLC 1KGENV MC;665707;1;MEAT_SPECIAL_HANDLING-20-16-A1-4,MEAT_SPECIAL_HANDLING-25-2-B1-2;206.4;206.4;206.41;206.41;0;0;-0.009999999999990905;-0.009999999999990905
1/8 GORGON AOP BARUFFALDI;839939;1;MEAT_SPECIAL_HANDLING-23-3-A1-1,MEAT_SPECIAL_HANDLING-23-14-B1-1,MEAT_SPECIAL_HANDLING-21-19-B1-1;274.44;274.44;274.45;274.45;0;0;-0.009999999999990905;-0.009999999999990905
COEUR TT 5KG+ VBF PAD;383420;1;MEAT_SPECIAL_HANDLING-26-22-A1-1;120.15;120.15;120.16;120.16;0;0;-0.009999999999990905;-0.009999999999990905
CARRE 13 COTE AGN S/V NZ;236407;1;MEAT_SPECIAL_HANDLING-22-21-A1-1;61.29;61.29;61.28;61.28;0;0;0.00999999999999801;0.00999999999999801
FOIE GRAS ESCALOPE 60/80G TB FR;819711;1;DEEP_FROZEN-40-7-A1-3;52.86;52.86;52.85;52.85;0;0;0.00999999999999801;0.00999999999999801
FILET DND STD 1.5KG ENV SV FR;820602;1;MEAT_SPECIAL_HANDLING-25-3-A1-5;21.02;21.02;21.01;21.01;0;0;0.00999999999999801;0.00999999999999801
OS PLAT  VEAU VERTE. SAC UE;224986;1;MEAT_SPECIAL_HANDLING-25-8-A4-2;13.86;13.86;13.85;13.85;0;0;0.009999999999999787;0.009999999999999787
COMTE AOP BLC 2KG ENV MC;852560;1;MEAT_SPECIAL_HANDLING-25-6-A1-1;15.48;15.48;15.47;15.47;0;0;0.009999999999999787;0.009999999999999787
PIGEONNEAU ROY SANG NU 500/550;819992;1;null;0.01;0.01;0;0;0;0;0.01;0.01
1/2 BRIQUE PUR BREBIS KG;666024;1;MEAT_SPECIAL_HANDLING-24-12-A1-7;16.34;16.34;16.33;16.33;0;0;0.010000000000001563;0.010000000000001563
FILET MIGNON ACH PORC X3 SV MC;894243;1;MEAT_SPECIAL_HANDLING-24-20-A3-3;24.51;24.51;24.5;24.5;0;0;0.010000000000001563;0.010000000000001563
DAURADE ROYALE 3/500 2X2KG S/G EL/GR.SPARUS AURATA;707180;1;FISH-55-7-A1-2;6.85;6.85;6.75;6.75;0;0;0.09999999999999964;0.09999999999999964
FOURME AMBERT AOP 3KG ENV CPV;829366;1;MEAT_SPECIAL_HANDLING-25-3-A2-1;40.79;40.79;40.65;40.65;0;0;0.14000000000000057;0.14000000000000057
SAUMON 4/5 X20 EL/NO.SALMO SALAR;15235;1;FISH-55-8-A1-2;13.88;13.88;13.68;13.68;0;0;0.20000000000000107;0.20000000000000107
SEICHE NETTOYEE 2/500 DEC 2X2 S/AT P/ACE.SEPIA OFFICINALIS;707897;1;null;0.22;0.22;0;0;0;0;0.22;0.22
P'TIT BASQUE BREBIS 660GENV;241495;1;MEAT_SPECIAL_HANDLING-26-11-A1-7;7.35;7.35;6.71;6.71;0;0;0.6399999999999997;0.6399999999999997
MAGRET CND FR 380/480 *6 TB SV;175739;1;IN-1,MEAT_SPECIAL_HANDLING-21-12-A1-3;192.4;192.4;191.72;191.72;0;0;0.6800000000000068;0.6800000000000068
F.GRAS CND 2ND CHOIX S/SKIN UE;176149;1;DEEP_FROZEN-43-13-A1-1,DEEP_FROZEN-41-3-A3-4;17.88;17.88;17.13;17.13;0;0;0.75;0.75
COLONA MAYO DOS 10MLX500;166572;1;MEAT_SPECIAL_HANDLING-11-25-A1-5;2;2;1;1;0;0;1;1
ST-MORET 9X20G LOT DE 3;222883;1;MEAT_SPECIAL_HANDLING-26-5-A2-3;38;38;37;37;0;0;1;1
BLC PLT 12T S/AT 480G MC;666212;1;MEAT_SPECIAL_HANDLING-24-20-A2-7;7;7;6;6;0;0;1;1
MP CHALUMEAU CUISINE + CARTOU;176533;1;MEAT_SPECIAL_HANDLING-12-18-B1-2,MEAT_SPECIAL_HANDLING-12-20-A1-4;18;18;17;17;0;0;1;1
SORB.MANGUE 2.5L METRO CHEF;217949;1;DEEP_FROZEN-43-8-A4-9;17;17;16;16;0;0;1;1
MOZZA TRANCH 6CM 500G RFY;239877;1;MEAT_SPECIAL_HANDLING-26-12-A2-4;40;40;39;39;0;0;1;1
LILLET ROSE 17D 75CL;655651;1;MEAT_SPECIAL_HANDLING-9-9-A3-3;24;24;23;23;0;0;1;1
CACAHUETE COMPTOIR SEAU 3KG MC;810840;1;MEAT_SPECIAL_HANDLING-10-13-A3-1;3;3;2;2;0;0;1;1
MPRO GEL WC JAVEL 750ML;827754;1;MEAT_SPECIAL_HANDLING-1-26-A1-3;88;88;87;87;0;0;1;1
CAFE RIOBA AROMATICO 9 GR;896061;1;MEAT_SPECIAL_HANDLING-10-29-C1-1,MEAT_SPECIAL_HANDLING-10-29-A4-4;40;40;39;39;0;0;1;1
TOM COT NOIRE 3.5K C2 FRFRANCE;702789;1;MEAT_SPECIAL_HANDLING-32-10-A1-2;6;6;5;5;0;0;1;1
FUT VIDE 30L CONSIGNE;383779;1;null;1;1;0;0;0;0;1;1
VIANDE CND CONFITE 800GR;817531;1;MEAT_SPECIAL_HANDLING-24-16-A4-6;9;9;8;8;0;0;1;1
FILET PLT BLC 150/220G HAL 5KG UE;324400;1;DEEP_FROZEN-40-2-A1-2;30;30;29;29;0;0;1;1
JB DE PARME TR500G 12M BERETTA;829874;1;MEAT_SPECIAL_HANDLING-25-5-A4-6;42;42;41;41;0;0;1;1
PIGNON DE PIN 125G ROCHAMBEAU;151485;1;MEAT_SPECIAL_HANDLING-11-9-A1-3,MEAT_SPECIAL_HANDLING-11-30-A3-2;20;20;19;19;0;0;1;1
MIRIN 1L;880057;1;MEAT_SPECIAL_HANDLING-12-1-A1-1;13;13;12;12;0;0;1;1
SAL JP ROQUETTE 1K FR FRANCE;31640;1;null;1;1;0;0;0;0;1;1
NUGGETS HAPPYVORE 1KG;896730;1;DEEP_FROZEN-43-8-A4-2;7;7;6;6;0;0;1;1
SH RD 15% VBF 150GX8 HAL S/AT;382941;1;MEAT_SPECIAL_HANDLING-24-20-A3-4,INSPECTION-3;12;12;11;11;0;0;1;1
BURGER POULET HALAL 10X100G;385774;1;DEEP_FROZEN-41-6-A1-2;102;102;101;101;0;0;1;1
SURFIZZ FRUITS GAINE 2KG;383391;1;MEAT_SPECIAL_HANDLING-11-11-A2-5;14;14;13;13;0;0;1;1
LASAGNES BOLO BOEUF VF 1KG;900180;1;MEAT_SPECIAL_HANDLING-26-19-A4-9;8;8;7;7;0;0;1;1
100 BTE PIZZA KRAFT BRUN 33X33;394393;1;null;1;1;0;0;0;0;1;1
AMIDON DE MAIS 5KG;210185;1;MEAT_SPECIAL_HANDLING-11-20-A2-1;3;3;2;2;0;0;1;1
VENEZZIO SPRITZ 20CLX24;872475;1;MEAT_SPECIAL_HANDLING-8-25-A1-3;6;6;5;5;0;0;1;1
2 PINCE FEUILLE DE CHENE 24CM;150990;1;MEAT_SPECIAL_HANDLING-12-20-A3-3;26;26;25;25;0;0;1;1
PUREE ABRICOT 1KG PONTHIER;179113;1;MEAT_SPECIAL_HANDLING-25-9-A2-1;18;18;17;17;0;0;1;1
PREP PASTILLE URINOIR PIN X40;394937;1;MEAT_SPECIAL_HANDLING-5-24-A1-2;5;5;4;4;0;0;1;1
BAN BIO  5DGT  FAIR TRADE PC23 C2 ECEQUATEUR;762052;1;null;1;1;0;0;0;0;1;1
TOM RDE GRAPPE MC 5K C1 BEBELGIQUE;762364;1;null;1;1;0;0;0;0;1;1
