Article Name,Article number (MGB),Var,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
ROCH RIZ BASMATI 500G,835214,1,MEAT_SPECIAL_HANDLING-11-1-A3-5,8,56,5,35,0,0,3,21
THOR 30L FUT   VIDE (CONSIGNE),226875,1,null,22,22,0,0,0,0,22,22
CONSIGNE FUT 30L PLEIN,226681,1,null,22,22,0,0,0,0,22,22
THOR 30L FUT   PLEIN (CONSIGNE,226830,1,null,23,23,0,0,0,0,23,23
TARTARE VBF 5%MG 180GX1 S/AT,854664,1,MEAT_SPECIAL_HANDLING-26-13-A3-6,55,55,32,32,0,0,23,23
50 SAC PAPIER KRAFT 22X11X28,822156,1,"MEAT_SPECIAL_HANDLING-6-13-A3-5,MEAT_SPECIAL_HANDLING-7-23-A2-4,MEAT_SPECIAL_HANDLING-7-2-C1-2",145,145,122,122,0,0,23,23
G.PASIONE VENEZIE IGT 75CL RGE,807416,1,MEAT_SPECIAL_HANDLING-8-27-A2-5,5,30,1,6,0,0,4,24
ORANGINA SLIM BOITE JAUN 33CL,396521,1,"MEAT_SPECIAL_HANDLING-2-13-B1-3,MEAT_SPECIAL_HANDLING-2-3-A1-2,MEAT_SPECIAL_HANDLING-2-13-B1-2,MEAT_SPECIAL_HANDLING-2-18-B1-3,MEAT_SPECIAL_HANDLING-2-3-B1-2,MEAT_SPECIAL_HANDLING-2-7-B1-2",541,12984,540,12960,0,0,1,24
CIF PISTOL ANTIBACTERIEN 750ML,669072,1,"MEAT_SPECIAL_HANDLING-6-5-A1-5,UNLOADING-1",96,96,72,72,0,0,24,24
LBDF COMPOT POMME ALLEGEE 4/4,839387,1,MEAT_SPECIAL_HANDLING-10-36-A1-4,5,60,3,36,0,0,2,24
LIQUEUR COCO DELAITRE 18D 70CL,164956,1,MEAT_SPECIAL_HANDLING-8-5-A3-3,52,52,28,28,0,0,24,24
CDP CH MAUVANN RSE MIL 75CL AO,815592,1,MEAT_SPECIAL_HANDLING-8-35-A3-2,48,48,4,24,0,0,44,24
BOUTEILLE OPTIMA ACQUA 0.75L,387042,1,MEAT_SPECIAL_HANDLING-12-32-A1-2,30,30,1,6,0,0,29,24
GUERROUA RG MILTOULAL 37.5CL M,807714,1,MEAT_SPECIAL_HANDLING-9-35-A4-1,3,36,1,12,0,0,2,24
SIROP AGAV SQUEEZ 500G BIO*SUN,683524,1,MEAT_SPECIAL_HANDLING-9-18-A1-5,40,40,16,16,0,0,24,24
RED BULL RED EDITION 25CL,859412,1,"MEAT_SPECIAL_HANDLING-4-11-A3-3,MEAT_SPECIAL_HANDLING-3-12-A1-2",22,528,21,504,0,0,1,24
VINAIGRE BLANC 8° - 1L ARO,892812,1,"MEAT_SPECIAL_HANDLING-8-30-C1-3,MEAT_SPECIAL_HANDLING-6-30-A1-3,MEAT_SPECIAL_HANDLING-8-36-C1-1,MEAT_SPECIAL_HANDLING-6-7-C1-3",58,696,56,672,0,0,2,24
"BREWDOG PUNK IPA 5,4D 33 CL VP",866331,1,MEAT_SPECIAL_HANDLING-1-30-A1-2,12,144,10,120,0,0,2,24
FENTIMANS GINGER BEER 20CL VP,874754,1,MEAT_SPECIAL_HANDLING-4-3-A4-4,6,144,5,120,0,0,1,24
ABATILLE STD 50CL PET,396979,1,"MEAT_SPECIAL_HANDLING-3-13-B1-1,MEAT_SPECIAL_HANDLING-4-22-A1-1,MEAT_SPECIAL_HANDLING-3-12-B1-1,MEAT_SPECIAL_HANDLING-1-1-B1-1,MEAT_SPECIAL_HANDLING-1-11-B1-1",283,6792,282,6768,0,0,1,24
MINUTE MAID ORANGE SLIM 33CL,872493,1,"MEAT_SPECIAL_HANDLING-2-31-B1-1,MEAT_SPECIAL_HANDLING-3-3-A1-1,MEAT_SPECIAL_HANDLING-4-13-B1-3",196,4704,195,4680,0,0,1,24
RED BULL BOITE 25CL,397260,1,"IN-1,MEAT_SPECIAL_HANDLING-3-23-A1-1,MEAT_SPECIAL_HANDLING-2-17-A1-1,INSPECTION-3",95,2280,94,2256,0,0,1,24
SPRITE 25CL IVC,886651,1,"MEAT_SPECIAL_HANDLING-1-3-B1-2,MEAT_SPECIAL_HANDLING-1-21-A1-1",15,360,14,336,0,0,1,24
SAL BATAVIA MC PC12 C1 FRFRANCE,30591,1,MEAT_SPECIAL_HANDLING-30-9-A1-1,19,228,17,204,0,0,2,24
BASILIC BOTTE MC 30 G X5,31213,1,"MEAT_SPECIAL_HANDLING-33-13-A1-5,MEAT_SPECIAL_HANDLING-33-11-A1-2",51,255,46,230,0,0,5,25
80 GOB CAR BOISS CHAUDE 10CL,842549,1,MEAT_SPECIAL_HANDLING-5-35-A2-2,52,52,27,27,0,0,25,25
CARRE FILET DOUBLE AGN S/V UK,290658,1,MEAT_SPECIAL_HANDLING-26-2-A2-7,49.96,49.96,24.48,24.48,0,0,25.48,25.48
80 GOB CAR BOISS CHAUDE 18CL,838882,1,MEAT_SPECIAL_HANDLING-5-34-A4-1,67,67,41,41,0,0,26,26
CFPVITTEL      12X100CL PLEIN,226654,1,null,27,27,0,0,0,0,27,27
CORDON BLEU DINDE 8X125G HALAL,244182,1,MEAT_SPECIAL_HANDLING-26-10-A2-5,36,36,8,8,0,0,28,28
M&M'S PEANUT 900GRS,888619,1,MEAT_SPECIAL_HANDLING-11-15-A1-3,61,61,33,33,0,0,28,28
CONSIGNE PLEINE FUT 6L+CAISSE,226932,1,null,29,29,0,0,0,0,29,29
SOHO LITCHI 15D 70CL,856972,1,MEAT_SPECIAL_HANDLING-9-5-A2-5,61,61,31,31,0,0,30,30
SAUCE CARAMEL   1KG SWEETIES,682347,1,MEAT_SPECIAL_HANDLING-8-4-A2-5,70,70,40,40,0,0,30,30
FUT PLEIN ST OMER 20L,180719,1,null,35,35,0,0,0,0,35,35
FUZETEA PECHE PET 40CL,813612,1,"MEAT_SPECIAL_HANDLING-3-33-A1-2,MEAT_SPECIAL_HANDLING-12-23-C1-3,MEAT_SPECIAL_HANDLING-3-14-B1-2",333,3996,330,3960,0,0,3,36
MC JUS CITRON JAUNE 1L,657427,1,MEAT_SPECIAL_HANDLING-10-11-A1-5,48,48,12,12,0,0,36,36
EAU OGEU GAZ VP 75CL,834434,1,null,36,36,0,0,0,0,36,36
9903.EVIAN-BAD.12L.STUB   VIDE,226876,1,null,37,37,0,0,0,0,37,37
01 CONSIGNE DEMI-PALETTE EUROPE,892476,1,null,39,39,0,0,0,0,39,39
CAIS.SANPELLEGR 12X100CL PLEIN,226690,1,null,39,39,0,0,0,0,39,39
SNICKERS 50G,839290,1,MEAT_SPECIAL_HANDLING-10-28-A2-3,6,240,5,200,0,0,1,40
CAIS.PERSON.   24X33CL   PLEIN,226661,1,null,42,42,0,0,0,0,42,42
FUT VIDE FELSGOLD 30L,180716,1,null,47,47,0,0,0,0,47,47
CREME COCO  THAI KITCHEN 1L,865510,1,"MEAT_SPECIAL_HANDLING-12-5-B1-2,MEAT_SPECIAL_HANDLING-12-5-B1-3",276,276,228,228,0,0,48,48
SNICKERS 75G 2P,839295,1,MEAT_SPECIAL_HANDLING-11-15-A3-5,11,264,9,216,0,0,2,48
COCA COLA CHERRY VC 33CL,872847,1,MEAT_SPECIAL_HANDLING-1-29-A1-3,16,384,14,336,0,0,2,48
"8.6 ORIGINAL 8,6D 50CL CAN",396487,1,"MEAT_SPECIAL_HANDLING-4-9-B1-1,MEAT_SPECIAL_HANDLING-2-18-A1-2",47,1128,45,1080,0,0,2,48
SAUCE CHOCOLAT  1KG SWEETIES,682348,1,MEAT_SPECIAL_HANDLING-8-4-A2-4,89,89,36,36,0,0,53,53
ARO HUILE TOURNESOL 10L,877555,1,"MEAT_SPECIAL_HANDLING-5-17-A1-1,MEAT_SPECIAL_HANDLING-7-26-B1-1,MEAT_SPECIAL_HANDLING-7-23-A1-1,MEAT_SPECIAL_HANDLING-7-28-B1-3,MEAT_SPECIAL_HANDLING-7-29-A2-1,MEAT_SPECIAL_HANDLING-6-24-B1-3,MEAT_SPECIAL_HANDLING-6-13-C1-3,MEAT_SPECIAL_HANDLING-6-25-C1-3,MEAT_SPECIAL_HANDLING-6-21-B1-1",496,496,424,424,0,0,72,72
FENTIMANS GINGER ALE 20CL VP,874760,1,MEAT_SPECIAL_HANDLING-5-29-A4-3,7,168,4,96,0,0,3,72
IGP GASCOG. SEC MIL 75CL,807678,1,"MEAT_SPECIAL_HANDLING-8-9-C1-1,MEAT_SPECIAL_HANDLING-8-29-B1-3,MEAT_SPECIAL_HANDLING-8-33-A4-3",56,336,41,246,0,0,15,90
FUT PLEIN FELSGOLD 30L,180717,1,null,91,91,0,0,0,0,91,91
ARO JUS CITRON JAUNE 1L,834933,1,MEAT_SPECIAL_HANDLING-7-9-A1-3,291,291,199,199,0,0,92,92
PERRIER BOITE SLIM 33CL,396417,1,"MEAT_SPECIAL_HANDLING-2-1-A1-2,UNLOADING-1,MEAT_SPECIAL_HANDLING-1-19-B1-1,MEAT_SPECIAL_HANDLING-2-20-A1-1,MEAT_SPECIAL_HANDLING-2-20-B1-1",227,5448,223,5352,0,0,4,96
SCHWEPPES AGRUM24X25CL PLEIN,633936,1,null,97,97,0,0,0,0,97,97
ARO JUS CITRON VERT 1L,834929,1,"MEAT_SPECIAL_HANDLING-8-28-A1-1,MEAT_SPECIAL_HANDLING-6-26-C1-2",333,333,225,225,0,0,108,108
MONTELMILRIOJA CRIANZ75CLESP,807404,1,MEAT_SPECIAL_HANDLING-8-5-C1-3,36,216,18,108,0,0,18,108
AVOCAT HASS 203/243g PC18 C1 ISR ISRAEL,762965,1,null,6,108,0,0,0,0,6,108
RIOBA TONIC PET 1L,399785,1,MEAT_SPECIAL_HANDLING-4-8-A2-3,22,132,3,18,0,0,19,114
BALISTO LAIT MIEL AMANDE,839432,1,MEAT_SPECIAL_HANDLING-11-15-A4-1,12,240,6,120,0,0,6,120
"BOB'S BEER EXTRA BLDE 4,5D33CL",865788,1,null,10,120,0,0,0,0,10,120
CAISSE COCA    24X33CL VIDE,226820,1,null,125,125,0,0,0,0,125,125
CAISSE COCA    24X33CL PLEIN,226662,1,null,150,150,0,0,0,0,150,150
MARS 51G  UVC,839368,1,MEAT_SPECIAL_HANDLING-10-27-A4-4,16,640,12,480,0,0,4,160
BOUNTY  BARRE 57G,839518,1,MEAT_SPECIAL_HANDLING-11-12-A1-5,13,312,6,144,0,0,7,168
MALTESERS SACHET 37G,839495,1,MEAT_SPECIAL_HANDLING-8-4-A1-4,18,450,11,275,0,0,7,175
9854.EVIAN-BAD.20X50STUB.PLEIN,226704,1,null,178,178,0,0,0,0,178,178
9993. ORANGINA 39X25CL PLEIN,226658,1,null,197,197,0,0,0,0,197,197
COCA COLA PET 50CL,396924,1,"MEAT_SPECIAL_HANDLING-3-15-A1-2,MEAT_SPECIAL_HANDLING-4-20-A1-3,MEAT_SPECIAL_HANDLING-3-20-B1-1,MEAT_SPECIAL_HANDLING-1-21-B1-1,MEAT_SPECIAL_HANDLING-12-27-B1-1,MEAT_SPECIAL_HANDLING-3-25-B1-2,MEAT_SPECIAL_HANDLING-3-16-B1-1",502,12048,493,11832,0,0,9,216
BREIZH COLA ZERO 33CL VP,830841,1,"MEAT_SPECIAL_HANDLING-5-25-A4-5,MEAT_SPECIAL_HANDLING-5-25-A1-5,MEAT_SPECIAL_HANDLING-2-28-B1-1",432,432,114,216,0,0,318,216
9903.EVIAN-BAD.12L.STUB  PLEIN,226762,1,null,308,308,0,0,0,0,308,308
TWIX 50G,840547,1,MEAT_SPECIAL_HANDLING-11-14-A3-5,27,864,17,544,0,0,10,320
M M'S PEANUT   45G  SACHETS,839733,1,"MEAT_SPECIAL_HANDLING-11-16-B1-2,MEAT_SPECIAL_HANDLING-8-4-A1-1",68,2448,46,1656,0,0,22,792
